id	name	description	synonyms	organism
ENSG00000168938	PPIC	peptidylprolyl isomerase C [Source:HGNC Symbol;Acc:HGNC:9256]	[]	NCBI:txid9606
ENSG00000168959	GRM5	glutamate metabotropic receptor 5 [Source:HGNC Symbol;Acc:HGNC:4597]	[]	NCBI:txid9606
ENSG00000168961	LGALS9	galectin 9 [Source:HGNC Symbol;Acc:HGNC:6570]	[]	NCBI:txid9606
ENSG00000168970	JMJD7-PLA2G4B	JMJD7-PLA2G4B readthrough [Source:HGNC Symbol;Acc:HGNC:34449]	[]	NCBI:txid9606
ENSG00000168993	CPLX1	complexin 1 [Source:HGNC Symbol;Acc:HGNC:2309]	[]	NCBI:txid9606
ENSG00000168995	SIGLEC7	sialic acid binding Ig like lectin 7 [Source:HGNC Symbol;Acc:HGNC:10876]	[]	NCBI:txid9606
ENSG00000169006	NTSR2	neurotensin receptor 2 [Source:HGNC Symbol;Acc:HGNC:8040]	[]	NCBI:txid9606
ENSG00000169016	E2F6	E2F transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:3120]	[]	NCBI:txid9606
ENSG00000169021	UQCRFS1	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:12587]	[]	NCBI:txid9606
ENSG00000169031	COL4A3	collagen type IV alpha 3 chain [Source:HGNC Symbol;Acc:HGNC:2204]	[]	NCBI:txid9606
ENSG00000169032	MAP2K1	mitogen-activated protein kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:6840]	[]	NCBI:txid9606
ENSG00000169047	IRS1	insulin receptor substrate 1 [Source:HGNC Symbol;Acc:HGNC:6125]	[]	NCBI:txid9606
ENSG00000169057	MECP2	methyl-CpG binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6990]	[]	NCBI:txid9606
ENSG00000169071	ROR2	receptor tyrosine kinase like orphan receptor 2 [Source:HGNC Symbol;Acc:HGNC:10257]	[]	NCBI:txid9606
ENSG00000169083	AR	androgen receptor [Source:HGNC Symbol;Acc:HGNC:644]	[]	NCBI:txid9606
ENSG00000169093	ASMTL	acetylserotonin O-methyltransferase like [Source:HGNC Symbol;Acc:HGNC:751]	[]	NCBI:txid9606
ENSG00000169100	SLC25A6	solute carrier family 25 member 6 [Source:HGNC Symbol;Acc:HGNC:10992]	[]	NCBI:txid9606
ENSG00000169118	CSNK1G1	casein kinase 1 gamma 1 [Source:HGNC Symbol;Acc:HGNC:2454]	[]	NCBI:txid9606
ENSG00000169136	ATF5	activating transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:790]	[]	NCBI:txid9606
ENSG00000169174	PCSK9	proprotein convertase subtilisin/kexin type 9 [Source:HGNC Symbol;Acc:HGNC:20001]	[]	NCBI:txid9606
ENSG00000169194	IL13	interleukin 13 [Source:HGNC Symbol;Acc:HGNC:5973]	[]	NCBI:txid9606
ENSG00000169217	CD2BP2	CD2 cytoplasmic tail binding protein 2 [Source:HGNC Symbol;Acc:HGNC:1656]	[]	NCBI:txid9606
ENSG00000169218	RSPO1	R-spondin 1 [Source:HGNC Symbol;Acc:HGNC:21679]	[]	NCBI:txid9606
ENSG00000169220	RGS14	regulator of G protein signaling 14 [Source:HGNC Symbol;Acc:HGNC:9996]	[]	NCBI:txid9606
ENSG00000169224	GCSAML	germinal center associated signaling and motility like [Source:HGNC Symbol;Acc:HGNC:29583]	[]	NCBI:txid9606
ENSG00000169231	THBS3	thrombospondin 3 [Source:HGNC Symbol;Acc:HGNC:11787]	[]	NCBI:txid9606
ENSG00000169239	CA5B	carbonic anhydrase 5B [Source:HGNC Symbol;Acc:HGNC:1378]	[]	NCBI:txid9606
ENSG00000169241	SLC50A1	solute carrier family 50 member 1 [Source:HGNC Symbol;Acc:HGNC:30657]	[]	NCBI:txid9606
ENSG00000169242	EFNA1	ephrin A1 [Source:HGNC Symbol;Acc:HGNC:3221]	[]	NCBI:txid9606
ENSG00000169245	CXCL10	C-X-C motif chemokine ligand 10 [Source:HGNC Symbol;Acc:HGNC:10637]	[]	NCBI:txid9606
ENSG00000169248	CXCL11	C-X-C motif chemokine ligand 11 [Source:HGNC Symbol;Acc:HGNC:10638]	[]	NCBI:txid9606
ENSG00000169249	ZRSR2	zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2 [Source:HGNC Symbol;Acc:HGNC:23019]	[]	NCBI:txid9606
ENSG00000169252	ADRB2	adrenoceptor beta 2 [Source:HGNC Symbol;Acc:HGNC:286]	[]	NCBI:txid9606
ENSG00000169297	NR0B1	nuclear receptor subfamily 0 group B member 1 [Source:HGNC Symbol;Acc:HGNC:7960]	[]	NCBI:txid9606
ENSG00000169302	STK32A	serine/threonine kinase 32A [Source:HGNC Symbol;Acc:HGNC:28317]	[]	NCBI:txid9606
ENSG00000169306	IL1RAPL1	interleukin 1 receptor accessory protein like 1 [Source:HGNC Symbol;Acc:HGNC:5996]	[]	NCBI:txid9606
ENSG00000169313	P2RY12	purinergic receptor P2Y12 [Source:HGNC Symbol;Acc:HGNC:18124]	[]	NCBI:txid9606
ENSG00000169340	PDILT	protein disulfide isomerase like, testis expressed [Source:HGNC Symbol;Acc:HGNC:27338]	[]	NCBI:txid9606
ENSG00000169344	UMOD	uromodulin [Source:HGNC Symbol;Acc:HGNC:12559]	[]	NCBI:txid9606
ENSG00000169347	GP2	glycoprotein 2 [Source:HGNC Symbol;Acc:HGNC:4441]	[]	NCBI:txid9606
ENSG00000169371	SNUPN	snurportin 1 [Source:HGNC Symbol;Acc:HGNC:14245]	[]	NCBI:txid9606
ENSG00000169372	CRADD	CASP2 and RIPK1 domain containing adaptor with death domain [Source:HGNC Symbol;Acc:HGNC:2340]	[]	NCBI:txid9606
ENSG00000169375	SIN3A	SIN3 transcription regulator family member A [Source:HGNC Symbol;Acc:HGNC:19353]	[]	NCBI:txid9606
ENSG00000169385	RNASE2	ribonuclease A family member 2 [Source:HGNC Symbol;Acc:HGNC:10045]	[]	NCBI:txid9606
ENSG00000169397	RNASE3	ribonuclease A family member 3 [Source:HGNC Symbol;Acc:HGNC:10046]	[]	NCBI:txid9606
ENSG00000169398	PTK2	protein tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:9611]	[]	NCBI:txid9606
ENSG00000169403	PTAFR	platelet activating factor receptor [Source:HGNC Symbol;Acc:HGNC:9582]	[]	NCBI:txid9606
ENSG00000169413	RNASE6	ribonuclease A family member k6 [Source:HGNC Symbol;Acc:HGNC:10048]	[]	NCBI:txid9606
ENSG00000169418	NPR1	natriuretic peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:7943]	[]	NCBI:txid9606
ENSG00000169427	KCNK9	potassium two pore domain channel subfamily K member 9 [Source:HGNC Symbol;Acc:HGNC:6283]	[]	NCBI:txid9606
ENSG00000169429	CXCL8	C-X-C motif chemokine ligand 8 [Source:HGNC Symbol;Acc:HGNC:6025]	[]	NCBI:txid9606
ENSG00000169432	SCN9A	sodium voltage-gated channel alpha subunit 9 [Source:HGNC Symbol;Acc:HGNC:10597]	[]	NCBI:txid9606
ENSG00000169439	SDC2	syndecan 2 [Source:HGNC Symbol;Acc:HGNC:10659]	[]	NCBI:txid9606
ENSG00000169442	CD52	CD52 molecule [Source:HGNC Symbol;Acc:HGNC:1804]	[]	NCBI:txid9606
ENSG00000169495	HTRA4	HtrA serine peptidase 4 [Source:HGNC Symbol;Acc:HGNC:26909]	[]	NCBI:txid9606
ENSG00000169504	CLIC4	chloride intracellular channel 4 [Source:HGNC Symbol;Acc:HGNC:13518]	[]	NCBI:txid9606
ENSG00000169508	GPR183	G protein-coupled receptor 183 [Source:HGNC Symbol;Acc:HGNC:3128]	[]	NCBI:txid9606
ENSG00000169548	ZNF280A	zinc finger protein 280A [Source:HGNC Symbol;Acc:HGNC:18597]	[]	NCBI:txid9606
ENSG00000169554	ZEB2	zinc finger E-box binding homeobox 2 [Source:HGNC Symbol;Acc:HGNC:14881]	[]	NCBI:txid9606
ENSG00000169562	GJB1	gap junction protein beta 1 [Source:HGNC Symbol;Acc:HGNC:4283]	[]	NCBI:txid9606
ENSG00000169567	HINT1	histidine triad nucleotide binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4912]	[]	NCBI:txid9606
ENSG00000169575	VPREB1	V-set pre-B cell surrogate light chain 1 [Source:HGNC Symbol;Acc:HGNC:12709]	[]	NCBI:txid9606
ENSG00000169583	CLIC3	chloride intracellular channel 3 [Source:HGNC Symbol;Acc:HGNC:2064]	[]	NCBI:txid9606
ENSG00000169598	DFFB	DNA fragmentation factor subunit beta [Source:HGNC Symbol;Acc:HGNC:2773]	[]	NCBI:txid9606
ENSG00000169618	PROKR1	prokineticin receptor 1 [Source:HGNC Symbol;Acc:HGNC:4524]	[]	NCBI:txid9606
ENSG00000169635	HIC2	HIC ZBTB transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:18595]	[]	NCBI:txid9606
ENSG00000169676	DRD5	dopamine receptor D5 [Source:HGNC Symbol;Acc:HGNC:3026]	[]	NCBI:txid9606
ENSG00000169679	BUB1	BUB1 mitotic checkpoint serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1148]	[]	NCBI:txid9606
ENSG00000169683	LRRC45	leucine rich repeat containing 45 [Source:HGNC Symbol;Acc:HGNC:28302]	[]	NCBI:txid9606
ENSG00000169684	CHRNA5	cholinergic receptor nicotinic alpha 5 subunit [Source:HGNC Symbol;Acc:HGNC:1959]	[]	NCBI:txid9606
ENSG00000169692	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:325]	[]	NCBI:txid9606
ENSG00000169704	GP9	glycoprotein IX platelet [Source:HGNC Symbol;Acc:HGNC:4444]	[]	NCBI:txid9606
ENSG00000169710	FASN	fatty acid synthase [Source:HGNC Symbol;Acc:HGNC:3594]	[]	NCBI:txid9606
ENSG00000169733	RFNG	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:9974]	[]	NCBI:txid9606
ENSG00000169738	DCXR	dicarbonyl and L-xylulose reductase [Source:HGNC Symbol;Acc:HGNC:18985]	[]	NCBI:txid9606
ENSG00000169740	ZNF32	zinc finger protein 32 [Source:HGNC Symbol;Acc:HGNC:13095]	[]	NCBI:txid9606
ENSG00000169750	RAC3	Rac family small GTPase 3 [Source:HGNC Symbol;Acc:HGNC:9803]	[]	NCBI:txid9606
ENSG00000169752	NRG4	neuregulin 4 [Source:HGNC Symbol;Acc:HGNC:29862]	[]	NCBI:txid9606
ENSG00000169756	LIMS1	LIM zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:6616]	[]	NCBI:txid9606
ENSG00000169758	TMEM266	transmembrane protein 266 [Source:HGNC Symbol;Acc:HGNC:26763]	[]	NCBI:txid9606
ENSG00000169764	UGP2	UDP-glucose pyrophosphorylase 2 [Source:HGNC Symbol;Acc:HGNC:12527]	[]	NCBI:txid9606
ENSG00000169836	TACR3	tachykinin receptor 3 [Source:HGNC Symbol;Acc:HGNC:11528]	[]	NCBI:txid9606
ENSG00000169855	ROBO1	roundabout guidance receptor 1 [Source:HGNC Symbol;Acc:HGNC:10249]	[]	NCBI:txid9606
ENSG00000169884	WNT10B	Wnt family member 10B [Source:HGNC Symbol;Acc:HGNC:12775]	[]	NCBI:txid9606
ENSG00000169885	CALML6	calmodulin like 6 [Source:HGNC Symbol;Acc:HGNC:24193]	[]	NCBI:txid9606
ENSG00000169891	REPS2	RALBP1 associated Eps domain containing 2 [Source:HGNC Symbol;Acc:HGNC:9963]	[]	NCBI:txid9606
ENSG00000169896	ITGAM	integrin subunit alpha M [Source:HGNC Symbol;Acc:HGNC:6149]	[]	NCBI:txid9606
ENSG00000169914	OTUD3	OTU deubiquitinase 3 [Source:HGNC Symbol;Acc:HGNC:29038]	[]	NCBI:txid9606
ENSG00000169918	OTUD7A	OTU deubiquitinase 7A [Source:HGNC Symbol;Acc:HGNC:20718]	[]	NCBI:txid9606
ENSG00000169919	GUSB	glucuronidase beta [Source:HGNC Symbol;Acc:HGNC:4696]	[]	NCBI:txid9606
ENSG00000169925	BRD3	bromodomain containing 3 [Source:HGNC Symbol;Acc:HGNC:1104]	[]	NCBI:txid9606
ENSG00000169951	ZNF764	zinc finger protein 764 [Source:HGNC Symbol;Acc:HGNC:28200]	[]	NCBI:txid9606
ENSG00000169955	ZNF747	zinc finger protein 747 [Source:HGNC Symbol;Acc:HGNC:28350]	[]	NCBI:txid9606
ENSG00000169957	ZNF768	zinc finger protein 768 [Source:HGNC Symbol;Acc:HGNC:26273]	[]	NCBI:txid9606
ENSG00000169967	MAP3K2	mitogen-activated protein kinase kinase kinase 2 [Source:HGNC Symbol;Acc:HGNC:6854]	[]	NCBI:txid9606
ENSG00000169989	TIGD4	tigger transposable element derived 4 [Source:HGNC Symbol;Acc:HGNC:18335]	[]	NCBI:txid9606
ENSG00000170004	CHD3	chromodomain helicase DNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:1918]	[]	NCBI:txid9606
ENSG00000170006	TMEM154	transmembrane protein 154 [Source:HGNC Symbol;Acc:HGNC:26489]	[]	NCBI:txid9606
ENSG00000170017	ALCAM	activated leukocyte cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:400]	[]	NCBI:txid9606
ENSG00000170035	UBE2E3	ubiquitin conjugating enzyme E2 E3 [Source:HGNC Symbol;Acc:HGNC:12479]	[]	NCBI:txid9606
ENSG00000170099	SERPINA6	serpin family A member 6 [Source:HGNC Symbol;Acc:HGNC:1540]	[]	NCBI:txid9606
ENSG00000170128	GPR25	G protein-coupled receptor 25 [Source:HGNC Symbol;Acc:HGNC:4480]	[]	NCBI:txid9606
ENSG00000170145	SIK2	salt inducible kinase 2 [Source:HGNC Symbol;Acc:HGNC:21680]	[]	NCBI:txid9606
ENSG00000170175	CHRNB1	cholinergic receptor nicotinic beta 1 subunit [Source:HGNC Symbol;Acc:HGNC:1961]	[]	NCBI:txid9606
ENSG00000170180	GYPA	glycophorin A (MNS blood group) [Source:HGNC Symbol;Acc:HGNC:4702]	[]	NCBI:txid9606
ENSG00000170190	SLC16A5	solute carrier family 16 member 5 [Source:HGNC Symbol;Acc:HGNC:10926]	[]	NCBI:txid9606
ENSG00000170209	ANKK1	ankyrin repeat and kinase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21027]	[]	NCBI:txid9606
ENSG00000170231	FABP6	fatty acid binding protein 6 [Source:HGNC Symbol;Acc:HGNC:3561]	[]	NCBI:txid9606
ENSG00000170242	USP47	ubiquitin specific peptidase 47 [Source:HGNC Symbol;Acc:HGNC:20076]	[]	NCBI:txid9606
ENSG00000170255	MRGPRX1	MAS related GPR family member X1 [Source:HGNC Symbol;Acc:HGNC:17962]	[]	NCBI:txid9606
ENSG00000170260	ZNF212	zinc finger protein 212 [Source:HGNC Symbol;Acc:HGNC:13004]	[]	NCBI:txid9606
ENSG00000170275	CRTAP	cartilage associated protein [Source:HGNC Symbol;Acc:HGNC:2379]	[]	NCBI:txid9606
ENSG00000170312	CDK1	cyclin dependent kinase 1 [Source:HGNC Symbol;Acc:HGNC:1722]	[]	NCBI:txid9606
ENSG00000170315	UBB	ubiquitin B [Source:HGNC Symbol;Acc:HGNC:12463]	[]	NCBI:txid9606
ENSG00000170322	NFRKB	nuclear factor related to kappaB binding protein [Source:HGNC Symbol;Acc:HGNC:7802]	[]	NCBI:txid9606
ENSG00000170323	FABP4	fatty acid binding protein 4 [Source:HGNC Symbol;Acc:HGNC:3559]	[]	NCBI:txid9606
ENSG00000170345	FOS	Fos proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3796]	[]	NCBI:txid9606
ENSG00000170348	TMED10	transmembrane p24 trafficking protein 10 [Source:HGNC Symbol;Acc:HGNC:16998]	[]	NCBI:txid9606
ENSG00000170364	SETMAR	SET domain and mariner transposase fusion gene [Source:HGNC Symbol;Acc:HGNC:10762]	[]	NCBI:txid9606
ENSG00000170365	SMAD1	SMAD family member 1 [Source:HGNC Symbol;Acc:HGNC:6767]	[]	NCBI:txid9606
ENSG00000170381	SEMA3E	semaphorin 3E [Source:HGNC Symbol;Acc:HGNC:10727]	[]	NCBI:txid9606
ENSG00000170390	DCLK2	doublecortin like kinase 2 [Source:HGNC Symbol;Acc:HGNC:19002]	[]	NCBI:txid9606
ENSG00000170412	GPRC5C	G protein-coupled receptor class C group 5 member C [Source:HGNC Symbol;Acc:HGNC:13309]	[]	NCBI:txid9606
ENSG00000170421	KRT8	keratin 8 [Source:HGNC Symbol;Acc:HGNC:6446]	[]	NCBI:txid9606
ENSG00000170425	ADORA2B	adenosine A2b receptor [Source:HGNC Symbol;Acc:HGNC:264]	[]	NCBI:txid9606
ENSG00000170430	MGMT	O-6-methylguanine-DNA methyltransferase [Source:HGNC Symbol;Acc:HGNC:7059]	[]	NCBI:txid9606
ENSG00000170458	CD14	CD14 molecule [Source:HGNC Symbol;Acc:HGNC:1628]	[]	NCBI:txid9606
ENSG00000170476	MZB1	marginal zone B and B1 cell specific protein [Source:HGNC Symbol;Acc:HGNC:30125]	[]	NCBI:txid9606
ENSG00000170482	SLC23A1	solute carrier family 23 member 1 [Source:HGNC Symbol;Acc:HGNC:10974]	[]	NCBI:txid9606
ENSG00000170500	LONRF2	LON peptidase N-terminal domain and ring finger 2 [Source:HGNC Symbol;Acc:HGNC:24788]	[]	NCBI:txid9606
ENSG00000170502	NUDT9	nudix hydrolase 9 [Source:HGNC Symbol;Acc:HGNC:8056]	[]	NCBI:txid9606
ENSG00000170515	PA2G4	proliferation-associated 2G4 [Source:HGNC Symbol;Acc:HGNC:8550]	[]	NCBI:txid9606
ENSG00000170522	ELOVL6	ELOVL fatty acid elongase 6 [Source:HGNC Symbol;Acc:HGNC:15829]	[]	NCBI:txid9606
ENSG00000170525	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [Source:HGNC Symbol;Acc:HGNC:8874]	[]	NCBI:txid9606
ENSG00000170571	EMB	embigin [Source:HGNC Symbol;Acc:HGNC:30465]	[]	NCBI:txid9606
ENSG00000170577	SIX2	SIX homeobox 2 [Source:HGNC Symbol;Acc:HGNC:10888]	[]	NCBI:txid9606
ENSG00000170581	STAT2	signal transducer and activator of transcription 2 [Source:HGNC Symbol;Acc:HGNC:11363]	[]	NCBI:txid9606
ENSG00000170606	HSPA4	heat shock protein family A (Hsp70) member 4 [Source:HGNC Symbol;Acc:HGNC:5237]	[]	NCBI:txid9606
ENSG00000170608	FOXA3	forkhead box A3 [Source:HGNC Symbol;Acc:HGNC:5023]	[]	NCBI:txid9606
ENSG00000170627	GTSF1	gametocyte specific factor 1 [Source:HGNC Symbol;Acc:HGNC:26565]	[]	NCBI:txid9606
ENSG00000170653	ATF7	activating transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:792]	[]	NCBI:txid9606
ENSG00000170677	SOCS6	suppressor of cytokine signaling 6 [Source:HGNC Symbol;Acc:HGNC:16833]	[]	NCBI:txid9606
ENSG00000170684	ZNF296	zinc finger protein 296 [Source:HGNC Symbol;Acc:HGNC:15981]	[]	NCBI:txid9606
ENSG00000170734	POLH	DNA polymerase eta [Source:HGNC Symbol;Acc:HGNC:9181]	[]	NCBI:txid9606
ENSG00000170745	KCNS3	potassium voltage-gated channel modifier subfamily S member 3 [Source:HGNC Symbol;Acc:HGNC:6302]	[]	NCBI:txid9606
ENSG00000170759	KIF5B	kinesin family member 5B [Source:HGNC Symbol;Acc:HGNC:6324]	[]	NCBI:txid9606
ENSG00000170775	GPR37	G protein-coupled receptor 37 [Source:HGNC Symbol;Acc:HGNC:4494]	[]	NCBI:txid9606
ENSG00000170776	AKAP13	A-kinase anchoring protein 13 [Source:HGNC Symbol;Acc:HGNC:371]	[]	NCBI:txid9606
ENSG00000170777	TPD52L3	TPD52 like 3 [Source:HGNC Symbol;Acc:HGNC:23382]	[]	NCBI:txid9606
ENSG00000170779	CDCA4	cell division cycle associated 4 [Source:HGNC Symbol;Acc:HGNC:14625]	[]	NCBI:txid9606
ENSG00000170791	CHCHD7	coiled-coil-helix-coiled-coil-helix domain containing 7 [Source:HGNC Symbol;Acc:HGNC:28314]	[]	NCBI:txid9606
ENSG00000170819	BFSP2	beaded filament structural protein 2 [Source:HGNC Symbol;Acc:HGNC:1041]	[]	NCBI:txid9606
ENSG00000170820	FSHR	follicle stimulating hormone receptor [Source:HGNC Symbol;Acc:HGNC:3969]	[]	NCBI:txid9606
ENSG00000170832	USP32	ubiquitin specific peptidase 32 [Source:HGNC Symbol;Acc:HGNC:19143]	[]	NCBI:txid9606
ENSG00000170835	CEL	carboxyl ester lipase [Source:HGNC Symbol;Acc:HGNC:1848]	[]	NCBI:txid9606
ENSG00000170836	PPM1D	protein phosphatase, Mg2+/Mn2+ dependent 1D [Source:HGNC Symbol;Acc:HGNC:9277]	[]	NCBI:txid9606
ENSG00000170848	PSG6	pregnancy specific beta-1-glycoprotein 6 [Source:HGNC Symbol;Acc:HGNC:9523]	[]	NCBI:txid9606
ENSG00000170852	KBTBD2	kelch repeat and BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21751]	[]	NCBI:txid9606
ENSG00000170873	MTSS1	MTSS I-BAR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20443]	[]	NCBI:txid9606
ENSG00000170889	RPS9	ribosomal protein S9 [Source:HGNC Symbol;Acc:HGNC:10442]	[]	NCBI:txid9606
ENSG00000170890	PLA2G1B	phospholipase A2 group IB [Source:HGNC Symbol;Acc:HGNC:9030]	[]	NCBI:txid9606
ENSG00000170899	GSTA4	glutathione S-transferase alpha 4 [Source:HGNC Symbol;Acc:HGNC:4629]	[]	NCBI:txid9606
ENSG00000170906	NDUFA3	NADH:ubiquinone oxidoreductase subunit A3 [Source:HGNC Symbol;Acc:HGNC:7686]	[]	NCBI:txid9606
ENSG00000170909	OSCAR	osteoclast associated Ig-like receptor [Source:HGNC Symbol;Acc:HGNC:29960]	[]	NCBI:txid9606
ENSG00000170915	PAQR8	progestin and adipoQ receptor family member 8 [Source:HGNC Symbol;Acc:HGNC:15708]	[]	NCBI:txid9606
ENSG00000170917	NUDT6	nudix hydrolase 6 [Source:HGNC Symbol;Acc:HGNC:8053]	[]	NCBI:txid9606
ENSG00000170950	PGK2	phosphoglycerate kinase 2 [Source:HGNC Symbol;Acc:HGNC:8898]	[]	NCBI:txid9606
ENSG00000170954	ZNF415	zinc finger protein 415 [Source:HGNC Symbol;Acc:HGNC:20636]	[]	NCBI:txid9606
ENSG00000170956	CEACAM3	CEA cell adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:1815]	[]	NCBI:txid9606
ENSG00000170962	PDGFD	platelet derived growth factor D [Source:HGNC Symbol;Acc:HGNC:30620]	[]	NCBI:txid9606
ENSG00000170989	S1PR1	sphingosine-1-phosphate receptor 1 [Source:HGNC Symbol;Acc:HGNC:3165]	[]	NCBI:txid9606
ENSG00000171033	PKIA	cAMP-dependent protein kinase inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:9017]	[]	NCBI:txid9606
ENSG00000171044	XKR6	XK related 6 [Source:HGNC Symbol;Acc:HGNC:27806]	[]	NCBI:txid9606
ENSG00000171049	FPR2	formyl peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:3827]	[]	NCBI:txid9606
ENSG00000171051	FPR1	formyl peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:3826]	[]	NCBI:txid9606
ENSG00000171055	FEZ2	fasciculation and elongation protein zeta 2 [Source:HGNC Symbol;Acc:HGNC:3660]	[]	NCBI:txid9606
ENSG00000171094	ALK	ALK receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:427]	[]	NCBI:txid9606
ENSG00000171097	KYAT1	kynurenine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:1564]	[]	NCBI:txid9606
ENSG00000171105	INSR	insulin receptor [Source:HGNC Symbol;Acc:HGNC:6091]	[]	NCBI:txid9606
ENSG00000171115	GIMAP8	GTPase, IMAP family member 8 [Source:HGNC Symbol;Acc:HGNC:21792]	[]	NCBI:txid9606
ENSG00000171121	KCNMB3	potassium calcium-activated channel subfamily M regulatory beta subunit 3 [Source:HGNC Symbol;Acc:HGNC:6287]	[]	NCBI:txid9606
ENSG00000171124	FUT3	fucosyltransferase 3 (Lewis blood group) [Source:HGNC Symbol;Acc:HGNC:4014]	[]	NCBI:txid9606
ENSG00000171126	KCNG3	potassium voltage-gated channel modifier subfamily G member 3 [Source:HGNC Symbol;Acc:HGNC:18306]	[]	NCBI:txid9606
ENSG00000171132	PRKCE	protein kinase C epsilon [Source:HGNC Symbol;Acc:HGNC:9401]	[]	NCBI:txid9606
ENSG00000171148	TADA3	transcriptional adaptor 3 [Source:HGNC Symbol;Acc:HGNC:19422]	[]	NCBI:txid9606
ENSG00000171150	SOCS5	suppressor of cytokine signaling 5 [Source:HGNC Symbol;Acc:HGNC:16852]	[]	NCBI:txid9606
ENSG00000171155	C1GALT1C1	C1GALT1 specific chaperone 1 [Source:HGNC Symbol;Acc:HGNC:24338]	[]	NCBI:txid9606
ENSG00000171161	ZNF672	zinc finger protein 672 [Source:HGNC Symbol;Acc:HGNC:26179]	[]	NCBI:txid9606
ENSG00000171163	ZNF692	zinc finger protein 692 [Source:HGNC Symbol;Acc:HGNC:26049]	[]	NCBI:txid9606
ENSG00000171174	RBKS	ribokinase [Source:HGNC Symbol;Acc:HGNC:30325]	[]	NCBI:txid9606
ENSG00000171189	GRIK1	glutamate ionotropic receptor kainate type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4579]	[]	NCBI:txid9606
ENSG00000171208	NETO2	neuropilin and tolloid like 2 [Source:HGNC Symbol;Acc:HGNC:14644]	[]	NCBI:txid9606
ENSG00000171219	CDC42BPG	CDC42 binding protein kinase gamma [Source:HGNC Symbol;Acc:HGNC:29829]	[]	NCBI:txid9606
ENSG00000171222	SCAND1	SCAN domain containing 1 [Source:HGNC Symbol;Acc:HGNC:10566]	[]	NCBI:txid9606
ENSG00000171223	JUNB	JunB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6205]	[]	NCBI:txid9606
ENSG00000171243	SOSTDC1	sclerostin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21748]	[]	NCBI:txid9606
ENSG00000171295	ZNF440	zinc finger protein 440 [Source:HGNC Symbol;Acc:HGNC:20874]	[]	NCBI:txid9606
ENSG00000171298	GAA	alpha glucosidase [Source:HGNC Symbol;Acc:HGNC:4065]	[]	NCBI:txid9606
ENSG00000171302	CANT1	calcium activated nucleotidase 1 [Source:HGNC Symbol;Acc:HGNC:19721]	[]	NCBI:txid9606
ENSG00000171303	KCNK3	potassium two pore domain channel subfamily K member 3 [Source:HGNC Symbol;Acc:HGNC:6278]	[]	NCBI:txid9606
ENSG00000171314	PGAM1	phosphoglycerate mutase 1 [Source:HGNC Symbol;Acc:HGNC:8888]	[]	NCBI:txid9606
ENSG00000171316	CHD7	chromodomain helicase DNA binding protein 7 [Source:HGNC Symbol;Acc:HGNC:20626]	[]	NCBI:txid9606
ENSG00000171345	KRT19	keratin 19 [Source:HGNC Symbol;Acc:HGNC:6436]	[]	NCBI:txid9606
ENSG00000171365	CLCN5	chloride voltage-gated channel 5 [Source:HGNC Symbol;Acc:HGNC:2023]	[]	NCBI:txid9606
ENSG00000171385	KCND3	potassium voltage-gated channel subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:6239]	[]	NCBI:txid9606
ENSG00000171408	PDE7B	phosphodiesterase 7B [Source:HGNC Symbol;Acc:HGNC:8792]	[]	NCBI:txid9606
